# Program:featureCounts v1.6.2; Command:"/home/lzc/soft/subread-1.6.2-source/bin/featureCounts" "-t" "exon" "-g" "gene_id" "-s" "1" "-a" "./genome/GCF_000191905.1_ASM19190v1_genomic.gtf" "-o" "/home/lzc/project/117_ZK005/results/3.Expression/genes_count.txt" "/home/lzc/project/117_ZK005/mapping/bam/824_24h_1.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/824_24h_2.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/824_24h_3.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/824_6h_1.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/824_6h_2.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/824_6h_3.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_1.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_2.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_3.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_1.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_2.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/lzc/project/117_ZK005/mapping/bam/824_24h_1.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/824_24h_2.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/824_24h_3.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/824_6h_1.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/824_6h_2.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/824_6h_3.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_1.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_2.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_3.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_1.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_2.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_3.sorted.bam
gene3322	NC_017295.1	3373890	3375266	+	1377	1461	1445	1397	1936	2015	4411	3304	3056	3484	3972	2795	1673
gene3323	NC_017295.1	3375426	3375749	+	324	37	36	15	34	25	48	126	121	129	60	44	36
gene3324	NC_017295.1	3375848	3375923	+	76	0	2	0	2	2	10	4	3	4	6	5	1
gene3325	NC_017295.1	3375966	3376037	+	72	14	28	28	153	342	1033	295	332	359	443	214	293
gene3326	NC_017295.1	3376167	3376859	+	693	299	445	292	371	539	1832	1078	1110	1145	1086	819	570
gene3327	NC_017295.1	3377037	3378056	+	1020	131	178	130	473	371	1006	291	334	321	949	573	418
gene3328	NC_017295.1	3378222	3379574	+	1353	36	49	32	306	101	150	113	106	128	231	135	78
gene3329	NC_017295.1	3379728	3380375	+	648	673	780	596	1002	1203	3360	1451	1445	2421	2575	1928	1168
gene3330	NC_017295.1	3380450	3380887	-	438	87	109	73	180	225	636	107	136	203	333	285	197
gene3331	NC_017295.1	3380954	3381661	-	708	5	31	24	141	38	73	20	15	22	19	21	19
gene3332	NC_017295.1	3381795	3383207	-	1413	19	19	12	151	39	65	34	25	31	33	26	14
gene3333	NC_017295.1	3383241	3384584	-	1344	17	20	24	224	36	76	26	13	31	16	14	17
gene3334	NC_017295.1	3384871	3385809	-	939	33	37	39	97	46	103	45	28	18	56	22	27
gene3335	NC_017295.1	3385823	3386932	-	1110	27	30	20	141	59	151	36	21	21	54	32	48
gene3336	NC_017295.1	3387012	3387986	-	975	3	3	2	30	19	67	23	18	16	26	7	21
gene3337	NC_017295.1	3388045	3388497	-	453	2	0	0	154	43	68	4	2	0	1	8	19
gene3338	NC_017295.1	3388571	3389662	-	1092	4	7	1	101	21	36	13	7	9	6	7	6
gene3339	NC_017295.1	3389814	3390866	+	1053	5	8	3	101	16	69	40	44	63	146	111	52
gene3340	NC_017295.1	3390885	3391781	+	897	102	95	68	117	82	214	451	445	373	264	141	118
gene3341	NC_017295.1	3391875	3393674	-	1800	1309	1493	1225	1129	718	1632	1349	609	1184	1193	603	761
gene3342	NC_017295.1	3393779	3395092	-	1314	8	11	6	312	98	161	49	28	87	186	169	66
gene3343	NC_017295.1	3395155	3398511	-	3357	20	25	11	455	149	227	17	14	19	80	58	43
gene3344	NC_017295.1	3398723	3399274	-	552	0	1	2	53	9	20	6	3	3	5	3	2
gene3345	NC_017295.1	3399414	3400145	-	732	4	2	7	83	30	73	13	9	8	9	16	21
gene3346	NC_017295.1	3400168	3400551	-	384	64	68	49	145	92	206	56	29	49	69	72	55
gene3347	NC_017295.1	3400592	3401044	-	453	211	194	144	266	187	378	235	174	260	398	214	190
gene3348	NC_017295.1	3401159	3401929	-	771	132	142	140	198	132	367	71	63	56	203	101	88
gene3349	NC_017295.1	3402168	3403670	+	1503	126	176	97	937	783	1856	1281	1162	1900	1993	1087	829
gene3350	NC_017295.1	3403708	3404520	-	813	70	63	67	347	353	1071	505	409	413	641	394	340
gene3351	NC_017295.1	3404724	3405527	+	804	14	18	18	159	69	168	328	288	286	135	82	54
gene3352	NC_017295.1	3405552	3406808	+	1257	322	345	277	1544	1313	2815	1841	1988	1770	2475	1151	1148
gene3353	NC_017295.1	3406827	3407081	+	255	12	3	8	45	16	33	17	18	20	19	13	12
gene3354	NC_017295.1	3407159	3407572	+	414	65	54	37	285	133	249	249	304	206	183	95	100
gene3355	NC_017295.1	3407655	3408023	-	369	14	10	8	68	13	33	27	39	28	20	12	10
gene3356	NC_017295.1	3408045	3408359	-	315	2	3	1	33	12	13	5	2	5	0	0	5
gene3357	NC_017295.1	3409494	3410885	-	1392	274	325	314	555	544	1292	1094	987	781	776	458	445
gene3358	NC_017295.1	3411184	3411651	-	468	6	2	0	66	19	35	1	1	0	3	1	8
gene3359	NC_017295.1	3411778	3413058	+	1281	94	127	88	347	280	669	305	223	437	493	348	221
gene3360	NC_017295.1	3413163	3413570	+	408	93	97	76	102	123	341	166	103	185	243	206	107
gene3361	NC_017295.1	3413618	3414019	-	402	8	7	1	20	30	37	8	12	4	18	13	14
gene3362	NC_017295.1	3414101	3414697	-	597	10	6	4	45	17	24	18	10	16	7	4	5
gene3363	NC_017295.1	3414700	3415161	-	462	5	5	4	32	6	15	1	1	5	6	2	3
gene3364	NC_017295.1	3415158	3415730	-	573	5	5	2	69	18	22	11	8	3	11	7	12
gene3365	NC_017295.1	3415811	3416947	-	1137	135	125	68	616	253	457	196	187	212	465	206	194
gene3366	NC_017295.1	3416949	3417728	-	780	21	21	16	96	38	47	7	11	8	13	7	13
gene3367	NC_017295.1	3417745	3418485	-	741	2	1	5	45	5	27	2	3	0	0	1	6
gene3368	NC_017295.1	3418676	3419293	-	618	4	3	1	30	10	17	6	8	7	11	6	7
gene3369	NC_017295.1	3419484	3421589	+	2106	55	59	42	737	493	1033	187	153	359	597	355	336
gene3370	NC_017295.1	3421757	3423259	+	1503	207	472	411	818	3941	10365	2530	1374	3704	13966	9370	5638
gene3371	NC_017295.1	3423522	3426146	+	2625	538	499	530	1046	857	1858	252	204	359	2176	1239	935
gene3372	NC_017295.1	3426351	3429482	+	3132	316	323	262	1344	819	1913	476	542	452	1367	855	629
gene3373	NC_017295.1	3429525	3430559	-	1035	5	8	4	56	20	32	68	43	43	28	19	9
gene3374	NC_017295.1	3430586	3432817	-	2232	13	17	14	294	61	145	101	80	71	39	31	33
gene3375	NC_017295.1	3433121	3433900	+	780	15	7	3	68	56	85	48	32	54	99	103	48
gene3376	NC_017295.1	3434229	3436655	+	2427	1525	1578	986	1615	1568	3802	3482	2895	3819	3329	2369	1590
gene3377	NC_017295.1	3436684	3439233	+	2550	503	683	490	1413	1812	4005	2254	1696	2436	3099	2209	1799
gene3378	NC_017295.1	3439272	3441392	-	2121	692	807	686	1672	1317	4321	779	785	902	2799	2115	1251
gene3379	NC_017295.1	3441389	3443143	-	1755	188	275	251	720	212	575	165	148	153	233	183	107
gene3380	NC_017295.1	3443231	3443683	-	453	22	25	23	264	78	122	27	25	35	32	25	25
gene3381	NC_017295.1	3443894	3444751	-	858	64	54	32	212	138	331	144	75	154	126	106	63
gene3382	NC_017295.1	3444914	3446314	-	1401	95	122	68	548	510	1153	169	158	186	683	317	362
gene3383	NC_017295.1	3446768	3447685	+	918	23	22	18	110	71	194	144	144	183	120	67	52
gene3384	NC_017295.1	3447743	3449005	-	1263	15	34	27	562	301	685	319	321	384	651	244	276
gene3385	NC_017295.1	3449358	3450104	+	747	625	684	612	1847	2208	4959	410	238	582	4123	2375	1688
gene3386	NC_017295.1	3450117	3451517	+	1401	11307	11176	8136	4519	7612	19173	3123	1869	4504	13488	9004	5948
gene3387	NC_017295.1	3451536	3452636	+	1101	11639	11248	8812	5828	4718	11602	2883	1743	4394	11120	7459	4421
gene3388	NC_017295.1	3452629	3453855	+	1227	23407	23803	18412	8050	15173	38899	4985	3108	7106	25239	16533	12442
gene3389	NC_017295.1	3453845	3454276	+	432	2721	2902	2370	1275	1658	4600	555	316	726	3169	1899	1449
gene3390	NC_017295.1	3454309	3455772	-	1464	26	28	14	101	60	117	85	59	73	66	38	40
gene3391	NC_017295.1	3455930	3456940	-	1011	1395	1723	1128	8262	13489	32898	6296	7596	7575	31710	18282	15648
gene3392	NC_017295.1	3457150	3458535	-	1386	544	459	278	2365	2623	9556	2043	2772	2561	7989	4528	2981
gene3393	NC_017295.1	3458686	3460752	-	2067	16	14	4	232	56	94	177	153	193	49	31	28
gene3394	NC_017295.1	3461154	3461879	+	726	184	212	145	308	301	593	1262	1077	1164	626	417	274
gene3395	NC_017295.1	3462034	3463206	-	1173	795	549	483	499	1091	2998	3338	1783	2286	2147	1507	971
gene3396	NC_017295.1	3463483	3464652	-	1170	169	163	138	264	140	570	191	124	154	76	93	118
gene3397	NC_017295.1	3464800	3466377	+	1578	13	8	6	322	106	213	70	64	43	93	57	57
gene3398	NC_017295.1	3466396	3467496	+	1101	11	9	3	167	79	156	176	221	205	118	70	80
gene3399	NC_017295.1	3467493	3468644	+	1152	27	40	22	481	316	745	557	622	403	451	305	243
gene3400	NC_017295.1	3468651	3471884	-	3234	53	64	49	530	178	359	379	312	297	248	160	104
gene3401	NC_017295.1	3471995	3472723	-	729	2	3	1	148	31	45	2	1	2	3	3	5
gene3402	NC_017295.1	3472797	3473696	-	900	52	42	28	337	101	226	56	29	46	106	74	66
gene3403	NC_017295.1	3473898	3474392	-	495	460	389	305	73	60	172	174	56	156	62	47	75
gene3404	NC_017295.1	3474621	3475535	-	915	4	2	0	69	6	13	3	4	4	2	1	4
gene3405	NC_017295.1	3475541	3477322	-	1782	10	5	4	165	28	37	5	5	9	23	3	11
gene3406	NC_017295.1	3477468	3479136	-	1669	28	29	17	412	220	371	16	8	9	82	57	70
gene3407	NC_017295.1	3479294	3480607	-	1314	1	9	2	201	61	101	1	2	4	52	18	21
gene3408	NC_017295.1	3480803	3482551	-	1749	10	14	6	139	22	30	2	2	2	11	3	10
gene3409	NC_017295.1	3482644	3484311	-	1668	8	15	1	242	44	58	2	3	2	5	9	11
gene3410	NC_017295.1	3484308	3484535	-	228	2	2	4	30	5	11	4	0	1	0	1	5
gene3411	NC_017295.1	3485547	3486143	-	597	225	249	210	428	331	875	528	288	392	899	527	358
gene3412	NC_017295.1	3486368	3488242	-	1875	7614	7747	5953	12897	10546	27441	4342	1781	5878	26472	17540	10910
gene3413	NC_017295.1	3488423	3489955	-	1533	1	5	1	181	41	74	2	0	4	32	26	22
gene3414	NC_017295.1	3490107	3490400	-	294	5	2	1	94	30	43	10	4	4	12	10	11
gene3415	NC_017295.1	3490415	3490618	-	204	0	0	1	21	18	20	0	0	0	3	2	4
gene3416	NC_017295.1	3490874	3492211	+	1338	2039	2285	1454	2362	2383	6086	2460	1906	4359	6150	3777	2372
gene3417	NC_017295.1	3492352	3493530	+	1179	698	809	554	999	1186	3326	863	527	1461	2959	1513	1155
gene3418	NC_017295.1	3493681	3494157	+	477	49	79	34	182	195	566	258	186	338	481	292	198
gene3419	NC_017295.1	3494236	3494727	+	492	246	281	187	187	207	639	446	251	470	454	269	183
gene3420	NC_017295.1	3494861	3495307	-	447	132	137	85	189	152	332	169	124	243	209	148	131
gene3421	NC_017295.1	3495309	3495518	-	210	80	53	36	36	8	33	6	0	3	6	3	5
gene3422	NC_017295.1	3496046	3496855	+	810	2811	2745	1839	646	439	2664	1171	677	1289	2268	951	1527
gene3423	NC_017295.1	3496868	3497551	+	684	2468	2476	1585	676	413	2604	972	615	1150	2204	994	1442
gene3424	NC_017295.1	3497565	3498308	+	744	4877	4596	3231	498	277	1753	964	631	1039	1656	711	962
gene3425	NC_017295.1	3498579	3499190	-	612	48	58	50	208	227	532	238	193	304	421	242	208
gene3426	NC_017295.1	3499606	3500841	-	1236	61	54	34	290	138	361	147	154	154	321	141	88
gene3427	NC_017295.1	3501323	3502579	+	1257	23	14	11	176	67	114	35	36	47	63	57	25
gene3428	NC_017295.1	3502959	3504146	-	1188	5	5	5	96	28	76	11	10	13	18	13	12
gene3429	NC_017295.1	3504167	3505348	-	1182	3	2	4	90	39	60	2	3	5	13	9	15
gene3430	NC_017295.1	3505570	3505644	+	75	1	1	0	12	15	40	17	23	13	58	37	30
gene3431	NC_017295.1	3505920	3507044	-	1125	167	220	148	1075	858	2008	624	578	712	1820	817	810
gene3432	NC_017295.1	3507314	3507850	-	537	95	95	77	400	708	1694	424	447	500	1561	1155	758
gene3433	NC_017295.1	3507978	3508778	-	801	11	14	13	155	68	165	132	107	149	106	75	37
gene3434	NC_017295.1	3508839	3509438	-	600	4	4	5	60	20	28	30	18	13	15	8	10
gene3435	NC_017295.1	3509563	3510351	-	789	24	17	23	69	42	82	55	47	47	49	29	18
gene3436	NC_017295.1	3510457	3510777	+	321	12	15	17	55	25	50	79	58	77	32	18	34
gene3437	NC_017295.1	3510851	3512407	-	1557	127	136	116	1289	1303	3375	1238	938	1150	2475	1487	1204
gene3438	NC_017295.1	3512479	3513132	-	654	13	15	10	133	51	136	72	43	48	49	29	35
gene3439	NC_017295.1	3513416	3514042	+	627	405	379	287	1704	3479	7928	1578	1252	1826	6626	4556	3202
gene3440	NC_017295.1	3514165	3515043	+	879	809	683	535	1481	2421	5688	1753	1617	2067	5081	3453	2193
gene3441	NC_017295.1	3515207	3516529	+	1323	1557	1299	915	911	1034	3170	1405	1384	1584	2272	1870	1113
gene3442	NC_017295.1	3516508	3517272	+	765	228	201	117	232	249	630	639	642	717	551	454	212
gene3443	NC_017295.1	3517360	3517941	+	582	245	255	149	150	138	340	312	273	302	362	267	122
gene3444	NC_017295.1	3518006	3519424	+	1419	238	306	170	444	296	540	142	101	125	504	393	241
gene3445	NC_017295.1	3519458	3520933	-	1476	126	134	114	453	422	1187	289	203	281	804	387	397
gene3446	NC_017295.1	3521055	3521999	+	945	142	158	102	239	231	496	279	185	282	497	321	231
gene3447	NC_017295.1	3522038	3522895	-	858	146	175	86	203	86	141	147	79	115	191	104	110
gene3448	NC_017295.1	3523011	3523598	+	588	133	122	78	246	199	414	259	230	282	306	235	150
gene3449	NC_017295.1	3523623	3523985	-	363	1	3	1	67	33	74	49	57	93	60	27	25
gene3450	NC_017295.1	3524149	3526260	-	2112	109	112	93	544	268	572	304	231	336	410	329	219
gene3451	NC_017295.1	3526437	3527087	-	651	23	25	30	43	20	29	16	16	16	42	15	8
gene3452	NC_017295.1	3527252	3528610	-	1359	207	203	137	188	163	305	105	75	109	196	152	108
gene3453	NC_017295.1	3528782	3534169	-	5388	332	354	221	3488	4048	10153	1965	1622	1816	8845	4411	3034
gene3454	NC_017295.1	3534530	3534892	+	363	153	171	108	94	24	73	95	80	127	77	58	28
gene3455	NC_017295.1	3535095	3535544	+	450	791	812	453	238	223	581	355	260	417	510	497	236
gene3456	NC_017295.1	3535659	3536504	-	846	0	0	2	93	10	45	4	6	5	15	8	6
gene3457	NC_017295.1	3536891	3537712	-	822	287	340	268	312	251	980	434	187	402	468	355	251
gene3458	NC_017295.1	3537969	3538850	+	882	1001	1088	762	1185	964	2144	1381	1036	1867	1808	1329	871
gene3459	NC_017295.1	3538838	3539776	-	939	267	319	196	169	192	437	366	253	422	266	209	144
gene3460	NC_017295.1	3539935	3540630	+	696	28	33	17	2109	2211	6055	637	1074	886	2209	746	1432
gene3461	NC_017295.1	3540743	3541060	-	318	17	18	14	235	133	337	125	153	180	227	86	95
gene3462	NC_017295.1	3541268	3542206	-	939	17	23	11	89	26	47	39	22	32	33	10	29
gene3463	NC_017295.1	3542241	3542360	-	120	0	0	0	3	1	2	1	3	3	1	0	1
gene3464	NC_017295.1	3542482	3542808	-	327	0	0	0	8	3	6	1	0	0	0	0	1
gene3465	NC_017295.1	3542821	3543903	-	1083	22	29	19	186	207	311	26	23	43	223	97	127
gene3466	NC_017295.1	3544174	3545940	-	1767	83	91	52	238	85	131	44	27	38	51	31	25
gene3467	NC_017295.1	3545985	3546515	-	531	7	2	1	79	11	33	8	2	4	13	3	5
gene3468	NC_017295.1	3546650	3547178	-	529	3	0	0	64	12	26	3	0	2	4	4	4
gene3469	NC_017295.1	3547427	3549421	+	1995	582	483	465	942	744	1813	429	343	535	1446	1008	784
gene3470	NC_017295.1	3549532	3550137	+	606	104	99	57	406	266	732	439	360	504	499	372	230
gene3471	NC_017295.1	3550177	3551142	-	966	50	45	33	132	94	187	117	92	142	125	89	58
gene3472	NC_017295.1	3551157	3551621	-	465	5	11	6	46	40	56	17	13	26	30	20	18
gene3473	NC_017295.1	3551781	3552914	+	1134	32	49	31	223	158	479	182	157	176	354	217	160
gene3474	NC_017295.1	3552973	3553317	-	345	20	13	14	182	83	283	73	86	104	208	130	93
gene3475	NC_017295.1	3553556	3554404	+	849	664	695	606	1265	1342	3020	2765	2392	2816	2986	1425	1313
gene3476	NC_017295.1	3554462	3555382	-	921	22	30	19	105	93	244	111	94	121	121	76	58
gene3477	NC_017295.1	3555540	3556118	+	579	30	32	20	600	603	1547	411	501	695	1206	786	583
gene3478	NC_017295.1	3556120	3556770	-	651	15	19	13	221	246	808	213	237	334	624	419	234
gene3479	NC_017295.1	3557059	3558156	-	1098	1	3	1	119	32	50	0	2	2	3	1	6
gene3480	NC_017295.1	3558613	3559845	-	1233	5	5	2	118	31	38	5	5	3	9	4	10
gene3481	NC_017295.1	3560128	3561165	+	1038	76	56	41	290	260	722	293	202	292	379	233	196
gene3482	NC_017295.1	3561168	3561782	+	615	5	1	1	77	24	48	10	12	9	7	6	8
gene3483	NC_017295.1	3561842	3563083	+	1242	25	23	11	196	83	180	142	181	161	102	67	64
gene3484	NC_017295.1	3563083	3564063	+	981	5	9	4	148	51	115	186	177	160	86	51	45
gene3485	NC_017295.1	3564218	3565456	+	1239	366	335	246	213	109	250	595	550	590	123	91	71
gene3486	NC_017295.1	3565532	3566680	-	1149	33	39	24	390	131	255	106	127	82	81	47	51
gene3487	NC_017295.1	3566861	3572680	-	5820	60	54	50	1576	492	1009	196	177	232	450	304	233
gene3488	NC_017295.1	3572887	3573999	-	1113	2	3	0	116	19	36	2	8	4	5	4	4
gene3489	NC_017295.1	3574018	3575757	-	1740	24	26	19	301	105	192	167	145	123	169	101	73
gene3490	NC_017295.1	3575894	3577054	-	1161	218	281	254	816	1102	2943	723	669	895	2023	1237	1081
gene3491	NC_017295.1	3577255	3577590	+	336	46	71	40	137	166	512	374	319	288	396	239	195
gene3492	NC_017295.1	3577612	3577902	-	291	32	43	23	92	77	133	140	114	120	96	75	60
gene3493	NC_017295.1	3578005	3579108	-	1104	38	35	19	147	86	216	42	30	23	55	42	43
gene3494	NC_017295.1	3579186	3580001	-	816	14	13	13	96	54	171	10	7	7	30	26	24
gene3495	NC_017295.1	3580346	3582058	+	1713	11	8	4	225	59	65	16	20	31	30	22	25
gene3496	NC_017295.1	3582116	3582613	-	498	3	1	0	52	16	36	8	8	18	10	5	5
gene3497	NC_017295.1	3582711	3583061	-	351	1	0	1	16	1	9	3	1	0	1	0	0
gene3498	NC_017295.1	3583132	3584100	-	969	4	12	2	130	52	82	0	3	4	8	6	12
gene3499	NC_017295.1	3584263	3584658	+	396	12	20	13	59	24	64	45	21	41	48	26	25
gene3500	NC_017295.1	3584720	3585922	-	1203	54	57	36	100	55	103	41	25	26	36	33	33
gene3501	NC_017295.1	3585934	3586917	-	984	64	67	42	166	47	121	39	19	24	53	74	30
gene3502	NC_017295.1	3586917	3587660	-	744	33	38	30	164	51	89	39	42	52	106	62	44
gene3503	NC_017295.1	3587670	3588614	-	945	4	5	6	163	38	59	1	2	1	9	6	10
gene3504	NC_017295.1	3588601	3589167	-	567	1	5	2	47	22	17	0	0	4	3	3	3
gene3505	NC_017295.1	3589523	3590818	+	1296	4	7	0	157	81	187	98	91	67	93	54	51
gene3506	NC_017295.1	3590897	3592789	-	1893	42	43	27	695	586	1662	636	488	471	751	502	415
gene3507	NC_017295.1	3592901	3593860	-	960	22	13	15	530	415	1061	312	220	255	526	299	282
gene3508	NC_017295.1	3594018	3594815	-	798	18	32	25	143	47	111	32	23	25	56	37	30
gene3509	NC_017295.1	3595115	3596806	-	1692	491	401	269	398	510	1059	294	193	273	705	447	356
gene3510	NC_017295.1	3596882	3597430	-	549	229	224	153	305	335	542	160	123	256	297	187	216
gene3511	NC_017295.1	3597683	3598114	+	432	25	20	21	43	37	90	91	62	62	68	31	29
gene3512	NC_017295.1	3598168	3599901	+	1734	342	376	306	461	333	845	283	209	283	616	363	282
gene3513	NC_017295.1	3599885	3601768	+	1884	139	180	142	139	78	157	56	54	52	78	42	23
gene3514	NC_017295.1	3601797	3603062	+	1266	52	51	48	370	129	217	53	51	73	159	116	68
gene3515	NC_017295.1	3603122	3603271	-	150	6	4	1	23	5	15	2	1	2	2	1	3
gene3516	NC_017295.1	3603413	3603898	-	486	202	242	181	79	14	52	14	5	8	8	18	10
gene3517	NC_017295.1	3603934	3604401	-	468	358	421	289	118	67	116	42	17	44	57	56	41
gene3518	NC_017295.1	3604425	3605048	-	624	323	372	234	56	19	36	10	2	7	17	16	15
gene3519	NC_017295.1	3605374	3606408	+	1035	20	28	20	295	213	566	445	409	389	316	199	140
gene3520	NC_017295.1	3606471	3607073	-	603	2	3	1	70	15	43	8	14	16	8	7	5
gene3521	NC_017295.1	3607281	3608618	+	1338	4	35	20	1850	2515	6655	949	1279	1643	4663	2257	1987
gene3522	NC_017295.1	3608832	3609350	+	519	54	71	77	158	211	517	134	135	199	427	226	162
gene3523	NC_017295.1	3609513	3610220	+	708	304	305	201	234	161	354	402	344	607	337	240	141
gene3524	NC_017295.1	3610390	3611946	+	1557	6	3	4	162	50	92	13	10	21	34	14	26
gene3525	NC_017295.1	3611948	3613285	+	1338	10	15	9	266	94	215	42	48	44	108	56	61
gene3526	NC_017295.1	3613383	3613880	+	498	1	1	2	81	61	101	28	13	21	66	40	35
gene3527	NC_017295.1	3613952	3615655	-	1704	11	15	9	704	204	328	40	41	43	150	77	117
gene3528	NC_017295.1	3615819	3616472	-	654	4	1	0	88	18	27	4	3	5	3	6	5
gene3529	NC_017295.1	3616465	3617658	-	1194	2	2	1	138	43	54	11	15	8	19	14	18
gene3530	NC_017295.1	3617761	3619950	-	2190	14	13	5	444	228	440	43	57	68	268	117	123
gene3531	NC_017295.1	3620080	3621195	-	1116	1	1	4	86	19	25	1	4	1	7	7	3
gene3532	NC_017295.1	3621413	3621970	+	558	16	22	6	89	73	147	82	96	150	92	50	59
gene3533	NC_017295.1	3621963	3623321	-	1359	11	21	4	86	36	55	39	40	51	17	22	18
gene3534	NC_017295.1	3623318	3623785	-	468	2	2	1	9	1	2	18	19	14	6	2	0
gene3535	NC_017295.1	3624309	3626816	+	2508	162	212	138	601	402	882	335	268	322	673	446	305
gene3536	NC_017295.1	3626885	3628510	-	1626	844	794	560	577	429	717	343	263	417	625	420	332
gene3537	NC_017295.1	3628525	3628899	-	375	144	134	127	94	63	122	32	25	27	45	32	38
gene3538	NC_017295.1	3629174	3630043	+	870	5	5	5	132	55	93	56	60	48	69	38	28
gene3539	NC_017295.1	3630143	3630433	-	291	1	2	1	52	12	29	27	13	24	16	10	6
gene3540	NC_017295.1	3630522	3633371	-	2850	11	21	3	591	157	259	92	155	105	138	58	69
gene3541	NC_017295.1	3633559	3637917	-	4359	60	78	52	1184	827	2050	840	877	610	1318	736	596
gene3542	NC_017295.1	3638103	3638930	-	828	6	7	1	174	45	53	56	46	44	26	15	26
gene3543	NC_017295.1	3639022	3640410	+	1389	7	5	1	215	102	297	44	41	50	94	48	43
gene3544	NC_017295.1	3640549	3640992	-	444	3	2	0	74	13	25	11	11	13	26	7	18
gene3545	NC_017295.1	3641002	3641910	-	909	10	9	1	104	27	67	10	10	9	5	5	13
gene3546	NC_017295.1	3642015	3642701	-	687	4	2	5	133	39	39	2	11	3	13	9	13
gene3547	NC_017295.1	3642834	3643406	+	573	7	3	5	52	46	75	31	40	30	38	27	15
gene3548	NC_017295.1	3643423	3644340	+	918	39	19	26	200	115	195	186	176	196	157	101	65
gene3549	NC_017295.1	3644469	3645392	+	924	45	42	35	186	95	234	166	186	172	163	108	82
gene3550	NC_017295.1	3645608	3646984	+	1377	17	25	12	106	25	46	9	6	17	14	8	5
gene3551	NC_017295.1	3646981	3648582	+	1602	33	35	26	224	89	177	50	59	86	86	75	50
gene3552	NC_017295.1	3648659	3650092	-	1434	90	123	84	570	876	2029	258	161	223	1201	623	676
gene3553	NC_017295.1	3650542	3651477	-	936	7	9	14	183	64	129	71	68	75	102	53	51
gene3554	NC_017295.1	3651752	3652141	-	390	0	0	0	17	6	11	4	2	6	11	5	7
gene3555	NC_017295.1	3652138	3652677	-	540	3	4	2	69	45	74	18	18	16	37	14	15
gene3556	NC_017295.1	3652836	3654293	-	1458	21	35	22	213	78	141	137	95	104	68	48	38
gene3557	NC_017295.1	3654611	3655408	-	798	13	9	12	182	58	125	11	13	26	61	24	30
gene3558	NC_017295.1	3655853	3656881	+	1029	19	27	9	490	294	724	328	331	423	682	360	270
gene3559	NC_017295.1	3657089	3657586	-	498	22	30	20	307	266	598	251	298	387	474	260	191
gene3560	NC_017295.1	3657846	3660575	-	2730	15	21	15	322	58	109	3	6	10	7	5	18
gene3561	NC_017295.1	3661048	3661836	+	789	36	42	22	306	314	701	246	199	173	644	442	291
gene3562	NC_017295.1	3661906	3662613	-	708	20	34	25	298	274	691	191	151	138	415	258	220
gene3563	NC_017295.1	3662610	3662939	-	330	1	2	1	24	5	9	7	4	1	2	2	2
gene3564	NC_017295.1	3663061	3663597	-	537	11	13	11	82	30	44	29	24	21	21	12	16
gene3565	NC_017295.1	3663724	3664602	+	879	26	38	14	152	64	139	241	181	252	105	84	60
gene3566	NC_017295.1	3664672	3665556	+	885	50	71	35	383	423	869	712	665	769	715	440	331
gene3567	NC_017295.1	3665858	3666979	-	1122	1	3	0	75	28	40	11	8	6	6	9	3
gene3568	NC_017295.1	3667153	3670191	-	3039	62	68	44	740	256	518	197	179	138	263	172	133
gene3569	NC_017295.1	3670188	3670358	-	171	0	0	0	10	3	7	0	0	0	0	0	1
gene3570	NC_017295.1	3670624	3671607	+	984	16	14	8	106	41	82	36	14	28	18	25	16
gene3571	NC_017295.1	3671684	3672721	-	1038	13	12	8	173	40	77	15	9	15	10	10	10
gene3572	NC_017295.1	3673018	3673635	+	618	72	77	51	200	116	316	325	269	310	197	123	112
gene3573	NC_017295.1	3673717	3675126	+	1410	10	15	9	207	78	186	55	47	58	86	70	46
gene3574	NC_017295.1	3675241	3675972	-	732	2	1	0	86	7	18	1	2	0	2	2	6
gene3575	NC_017295.1	3676096	3677844	-	1749	16	21	11	347	98	183	50	24	62	85	67	57
